,State,County,lat,lon,# Droughts PET (2 CAT/2wk)(2 wk intervals),# Droughts PET (2 CAT/2wk)(4 wk intervals),# Droughts PET (2 CAT/4wk)(2 wk intervals),# Droughts PET (2 CAT/4wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(4 wk intervals),# Droughts VWC (2 CAT/2wk)(Tuesdays),# Droughts VWC (2 CAT/4wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/2wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/4wk)(Tuesdays),# Droughts Precip (2 CAT/2wk)(2 wk intervals),# Droughts Precip (2 CAT/2wk)(4 wk intervals),# Droughts Precip (2 CAT/4wk)(2 wk intervals),# Droughts Precip (2 CAT/4wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month PET (2 CAT/2wk)(2 wk intervals),Highest Month PET (2 CAT/2wk)(4 wk intervals),Highest Month PET (2 CAT/4wk)(2 wk intervals),Highest Month PET (2 CAT/4wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month VWC (2 CAT/2wk)(Tuesdays),Highest Month VWC (2 CAT/4wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/2wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/4wk)(Tuesdays),Highest Month Precip (2 CAT/2wk)(2 wk intervals),Highest Month Precip (2 CAT/2wk)(4 wk intervals),Highest Month Precip (2 CAT/4wk)(2 wk intervals),Highest Month Precip (2 CAT/4wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(4 wk intervals)
136,NY,Putnam,41.427904,-73.743882,41,22,37,22,38,17,34,26,22,16,42,41,38,21,34,21,31,9,26,23,['July'],['July'],['March'],['July'],"['July', 'May', 'April']",['July'],"['March', 'July', 'April']",['March'],"['April', 'September']",['September'],['April'],['June'],['April'],"['June', 'September']",['June'],"['June', 'September']","['April', 'July']",['August'],['June'],"['August', 'July', 'September']"
137,NY,Queens ,40.658557,-73.837929,39,29,32,29,38,16,28,31,28,22,39,36,37,22,30,22,31,10,27,17,['July'],['July'],['July'],['July'],['May'],['July'],"['March', 'June', 'July']",['May'],['April'],['April'],"['April', 'May']",['August'],['May'],"['August', 'March', 'September']","['May', 'June']","['August', 'March', 'September']",['May'],['March'],"['May', 'June']","['August', 'May', 'March', 'April']"
138,NY,Rensselaer,42.710421,-73.513845,40,25,36,25,33,11,24,26,34,33,48,43,44,26,38,26,39,10,28,21,['July'],['July'],"['March', 'May', 'August']",['July'],['April'],['July'],['March'],"['May', 'July']",['April'],['April'],['April'],"['June', 'August']",['April'],['May'],['May'],['May'],['April'],['May'],"['May', 'September']",['June']
139,NY,Richmond ,40.563855,-74.137063,40,26,37,26,37,17,29,32,14,9,51,33,34,18,30,18,26,9,19,23,"['June', 'July']","['July', 'May']","['June', 'August']","['July', 'May']",['May'],['July'],"['March', 'June']","['March', 'May']",['April'],['March'],['May'],['May'],['May'],['March'],['June'],['March'],"['April', 'May', 'June']",['August'],"['May', 'June']",['May']
140,NY,Rockland,41.154785,-74.024772,37,26,34,26,31,17,28,30,18,13,30,31,32,21,31,21,31,11,28,23,"['April', 'July']",['July'],"['March', 'June']",['July'],['May'],"['July', 'March']",['March'],"['March', 'May']",['April'],['April'],['July'],['June'],['June'],['June'],"['June', 'July']",['June'],"['June', 'April']","['May', 'September']","['June', 'July']",['May']
141,NY,St. Lawrence,44.488113,-75.074311,33,24,29,24,28,8,28,24,31,28,31,39,31,27,21,27,36,14,24,25,['July'],"['July', 'September']",['March'],"['July', 'September']",['April'],['May'],['March'],['August'],"['April', 'May']",['April'],['April'],['May'],['August'],['March'],"['May', 'July']",['March'],['May'],['March'],"['July', 'May']","['July', 'May']"
142,NY,Saratoga,43.106135,-73.855387,37,23,35,23,37,14,27,28,33,29,61,43,41,28,36,28,38,13,27,27,['April'],['July'],"['March', 'May']",['July'],['April'],['July'],['April'],['May'],['April'],['April'],"['September', 'April']",['May'],['April'],['September'],['May'],['September'],['September'],['September'],['September'],['July']
143,NY,Schenectady,42.817542,-74.043583,37,24,35,24,32,12,25,28,27,27,38,39,37,20,37,20,33,13,27,24,['April'],['July'],"['March', 'May']",['July'],['April'],['July'],"['March', 'April']",['May'],['April'],"['April', 'September']",['April'],['June'],['April'],"['May', 'September']",['May'],"['May', 'September']",['April'],"['May', 'September']",['July'],['July']
144,NY,Schoharie,42.591294,-74.438172,35,21,35,21,34,10,21,25,25,28,28,29,41,22,40,22,36,10,30,26,['April'],['July'],"['March', 'July']",['July'],['April'],['July'],['March'],['May'],['April'],['April'],['April'],['June'],['June'],['September'],['May'],['September'],"['April', 'August']",['September'],"['June', 'May']",['August']
145,NY,Schuyler,42.419776,-76.938604,39,20,37,20,31,11,31,26,21,23,24,25,36,23,36,23,28,14,25,21,"['April', 'July']",['May'],['May'],['May'],['September'],['July'],['March'],['July'],['April'],['September'],"['April', 'May']","['May', 'September']",['April'],['March'],['June'],['March'],['April'],['March'],['April'],['September']
146,NY,Seneca,42.782294,-76.827088,41,26,40,26,34,11,29,25,32,30,28,37,41,30,34,30,34,10,28,22,['July'],"['July', 'May']",['May'],"['July', 'May']",['April'],"['July', 'May', 'April', 'August', 'September']",['March'],"['March', 'July', 'April']",['April'],['March'],['April'],"['April', 'July']",['June'],['September'],['May'],['September'],['April'],['September'],['September'],['September']
147,NY,Steuben,42.266725,-77.385525,38,22,36,22,29,13,32,26,24,25,32,36,42,33,39,33,37,14,28,22,['July'],['September'],"['March', 'July']",['September'],['September'],"['July', 'March']",['March'],['July'],['April'],['September'],['April'],['June'],['April'],['March'],"['March', 'June', 'May']",['March'],['April'],"['August', 'May', 'March']","['April', 'July']",['September']
148,NY,Suffolk,40.943554,-72.692218,36,27,37,27,41,16,31,30,17,13,47,37,31,23,25,23,34,13,26,23,['August'],['July'],['August'],['July'],"['April', 'June', 'July']",['July'],['June'],['July'],['April'],['March'],['May'],"['April', 'July']","['August', 'July']",['July'],"['July', 'May']",['July'],['July'],['July'],['July'],['June']
149,NY,Sullivan,41.720176,-74.76468,36,21,35,21,32,11,28,22,27,26,44,39,36,25,32,25,39,12,30,27,['July'],['July'],['March'],['July'],['April'],['July'],"['March', 'June']",['June'],['April'],['September'],['April'],"['June', 'September']",['April'],['September'],['September'],['September'],['July'],"['May', 'September']",['June'],"['June', 'August']"
150,NY,Tioga,42.178057,-76.29745,37,23,38,23,34,14,26,26,29,32,27,33,38,26,35,26,38,10,29,19,"['July', 'June', 'April']",['July'],['March'],['July'],['September'],['July'],['March'],['July'],['May'],['September'],['May'],['June'],['September'],['May'],"['May', 'September']",['May'],['April'],['May'],['June'],"['April', 'May', 'September']"
151,NY,Tompkins,42.453281,-76.473712,33,20,30,20,25,10,17,19,26,24,50,40,42,28,41,28,32,10,24,26,['April'],['July'],['March'],['July'],['July'],"['July', 'May']","['March', 'April']",['July'],['April'],['September'],"['April', 'July', 'September']",['September'],['May'],"['May', 'September']",['May'],"['May', 'September']",['May'],"['April', 'August', 'May']",['May'],['September']
152,NY,Ulster,41.947232,-74.265447,38,20,37,20,35,13,27,24,30,27,40,43,34,22,32,22,26,12,21,21,['April'],['July'],['March'],['July'],"['June', 'May', 'April']",['July'],"['March', 'June']","['May', 'March']",['April'],['September'],['May'],"['June', 'July']",['April'],['September'],"['May', 'September']",['September'],"['May', 'April']",['July'],"['June', 'May']",['May']
153,NY,Warren,43.555105,-73.838139,34,24,31,24,38,12,26,25,31,27,59,46,38,31,36,31,45,12,30,31,['July'],['July'],"['March', 'May', 'June']",['July'],['April'],['July'],['April'],"['May', 'July', 'April']",['May'],['April'],"['May', 'September', 'July']",['July'],['April'],['September'],"['June', 'August']",['September'],['May'],"['September', 'May']","['June', 'July']",['May']
154,NY,Washington,43.312377,-73.439428,38,25,34,25,39,12,32,29,26,28,39,32,32,27,30,27,41,14,28,21,['April'],"['July', 'May']",['March'],"['July', 'May']",['April'],['July'],['April'],['May'],"['September', 'April']","['April', 'September']",['May'],"['June', 'July', 'September']","['April', 'September', 'May']","['May', 'September']","['March', 'May']","['May', 'September']",['May'],['September'],['September'],"['June', 'May']"
155,NY,Wayne,43.145832,-77.017732,39,27,40,27,38,8,30,24,30,28,52,37,34,29,30,29,39,17,34,29,['July'],['July'],"['May', 'July']",['July'],['September'],"['May', 'April', 'September']",['March'],"['March', 'July', 'April']",['May'],['April'],"['April', 'May']",['April'],"['June', 'April']",['September'],"['June', 'May']",['September'],['April'],['August'],"['June', 'September', 'May']",['April']
156,NY,Westchester,41.15277,-73.745912,38,21,35,21,35,12,29,25,32,24,45,34,35,22,30,22,31,13,23,25,['July'],['July'],"['March', 'July']",['July'],['July'],['July'],"['March', 'April', 'July']","['March', 'May']","['April', 'May']",['April'],['April'],['June'],"['May', 'April']",['June'],['May'],['June'],"['August', 'April']","['June', 'August']","['September', 'July', 'April', 'May']",['June']
157,NY,Wyoming,42.701363,-78.228567,33,24,33,24,28,10,31,24,23,26,29,36,35,31,33,31,30,17,27,25,"['July', 'April']",['May'],['March'],['May'],['September'],"['May', 'September']","['August', 'March']","['March', 'April', 'May']",['April'],['September'],"['June', 'September']",['June'],"['April', 'May']","['August', 'September']",['March'],"['August', 'September']",['June'],['August'],['July'],"['August', 'September']"
158,NY,Yates,42.638237,-77.104324,40,23,41,23,33,10,30,28,24,18,36,30,42,28,38,28,35,9,28,24,['July'],['May'],['May'],['May'],['September'],['July'],['March'],['May'],['April'],"['September', 'March']",['September'],['April'],"['August', 'April']",['September'],"['June', 'March', 'August']",['September'],['September'],['September'],['July'],['September']
159,PA,Adams,39.869471,-77.21773,34,25,34,25,28,17,34,26,25,23,39,34,43,24,36,24,40,14,27,25,['July'],['July'],['June'],['July'],"['July', 'August', 'May']","['March', 'June', 'May', 'August']",['March'],['May'],['April'],['April'],['April'],['April'],"['June', 'August']","['July', 'September']",['June'],"['July', 'September']",['August'],['May'],['May'],['May']
160,PA,Allegheny,40.46892,-79.98092,28,19,28,19,29,6,35,27,25,23,39,41,36,26,31,26,35,14,30,22,['June'],['September'],['June'],['September'],['June'],"['May', 'July']",['March'],['May'],['May'],['April'],['May'],['May'],['May'],"['March', 'September']",['May'],"['March', 'September']",['May'],"['July', 'September']",['May'],"['July', 'September']"
161,PA,Armstrong,40.812379,-79.464128,31,19,30,19,25,7,31,24,24,21,30,28,33,21,29,21,41,7,23,23,"['June', 'July']","['July', 'September']",['June'],"['July', 'September']",['May'],"['March', 'September']",['March'],['May'],['April'],['March'],['May'],['September'],"['May', 'August']",['August'],"['May', 'July']",['August'],['May'],['May'],"['May', 'June', 'September']","['July', 'May']"
162,PA,Beaver,40.68414,-80.350721,34,25,33,25,29,8,34,28,21,20,33,25,36,24,31,24,43,14,23,23,['June'],['September'],['August'],['September'],"['September', 'July', 'May']",['May'],['March'],['May'],['April'],['March'],['September'],['June'],['August'],['March'],['May'],['March'],['September'],['September'],['September'],['May']
163,PA,Bedford,39.997115,-78.48998,35,27,36,27,29,13,30,29,32,25,34,35,38,23,33,23,37,12,30,22,['July'],"['July', 'September']",['August'],"['July', 'September']","['July', 'September', 'August', 'April']",['September'],['March'],"['March', 'August']",['May'],"['September', 'April']",['May'],['April'],"['May', 'August']",['March'],"['May', 'July']",['March'],['May'],"['July', 'April', 'March', 'October', 'May']","['May', 'April']","['June', 'September']"
164,PA,Berks,40.413957,-75.92686,36,19,33,19,26,12,29,20,25,22,39,30,37,23,33,23,28,10,30,25,['July'],['September'],['May'],['September'],['May'],"['March', 'August']",['March'],['August'],['April'],"['September', 'March']",['April'],['May'],['April'],['August'],['June'],['August'],['April'],['August'],"['June', 'September']",['April']
165,PA,Blair,40.497926,-78.31064,37,24,40,24,35,13,32,23,29,24,29,32,35,24,29,24,34,8,27,20,"['July', 'June']",['September'],['August'],['September'],['July'],['July'],"['June', 'March']","['March', 'May']",['April'],['September'],['May'],['September'],"['April', 'May', 'August']",['September'],['May'],['September'],['May'],['June'],['September'],['May']
166,PA,Bradford,41.791495,-76.502124,36,20,36,20,33,11,28,24,27,27,25,30,39,23,32,23,36,13,22,18,"['July', 'April']",['July'],['March'],['July'],['July'],"['March', 'May']",['March'],['May'],['April'],"['July', 'April']",['April'],['July'],['August'],"['May', 'September']",['September'],"['May', 'September']","['April', 'August']",['May'],"['July', 'May']","['April', 'July', 'September']"
167,PA,Bucks,40.336887,-75.10706,33,31,31,31,31,17,34,31,23,19,27,27,36,23,36,23,31,10,27,27,['July'],"['July', 'May']",['August'],"['July', 'May']",['May'],['May'],['March'],"['September', 'March', 'July', 'May']",['April'],['April'],"['April', 'May']",['August'],['June'],"['July', 'September', 'June']",['May'],"['July', 'September', 'June']","['April', 'June']","['April', 'August', 'September', 'May']",['July'],"['June', 'August', 'July', 'May']"
168,PA,Butler,40.913834,-79.91896,32,20,32,20,16,6,26,18,19,19,29,30,35,24,31,24,42,13,27,22,"['May', 'April']",['September'],"['May', 'August']",['September'],['May'],"['March', 'May']",['March'],"['March', 'May']",['April'],['September'],['May'],"['September', 'May', 'August']","['June', 'September', 'May']",['September'],['July'],['September'],"['May', 'April']",['May'],['September'],"['September', 'May']"
169,PA,Cambria,40.494127,-78.715284,32,23,35,23,27,11,29,26,30,32,25,31,38,28,33,28,34,11,28,23,['June'],['July'],['August'],['July'],"['July', 'April']","['March', 'April', 'July', 'August', 'September']",['March'],['March'],['September'],"['May', 'July', 'September']",['May'],"['September', 'July', 'May']","['June', 'August']","['July', 'September']",['September'],"['July', 'September']","['August', 'September']","['July', 'September', 'August']",['September'],"['August', 'September', 'May', 'July']"
170,PA,Cameron,41.438289,-78.198315,35,21,37,21,32,12,37,25,30,29,25,30,39,25,37,25,36,14,27,25,['July'],"['September', 'May']","['August', 'April']","['September', 'May']",['July'],"['May', 'July']",['March'],"['March', 'May']",['April'],['May'],['May'],['July'],"['April', 'June']","['May', 'September']","['March', 'June', 'September', 'May']","['May', 'September']",['April'],['March'],"['September', 'July']","['August', 'September', 'May']"
171,PA,Carbon,40.917833,-75.709428,38,27,37,27,32,12,33,28,27,25,40,36,35,16,28,16,34,10,26,23,"['June', 'July']",['July'],"['June', 'May']",['July'],"['July', 'May']","['March', 'September']",['March'],['August'],['April'],"['March', 'September']","['April', 'May']",['August'],['April'],['September'],['September'],['September'],['April'],['July'],['September'],"['June', 'May']"
172,PA,Centre,40.90916,-77.84783,31,20,35,20,33,9,31,22,21,18,39,35,39,26,37,26,34,11,32,27,"['September', 'June', 'May']","['May', 'June']",['August'],"['May', 'June']","['July', 'August', 'May']","['June', 'July', 'May']",['May'],['May'],"['April', 'September']",['September'],['April'],['April'],['April'],['September'],['May'],['September'],"['April', 'May']","['July', 'September']",['September'],"['June', 'September']"
173,PA,Chester,39.973965,-75.749732,39,23,33,23,28,13,35,22,22,17,44,35,37,19,31,19,30,11,24,22,"['April', 'July']",['July'],['August'],['July'],['May'],"['September', 'March']",['March'],"['March', 'August']",['April'],['September'],['April'],['September'],['August'],"['July', 'April', 'June', 'September']",['April'],"['July', 'April', 'June', 'September']","['May', 'August']","['July', 'April', 'March', 'September', 'August']","['August', 'May', 'July']","['June', 'April']"
174,PA,Clarion,41.198239,-79.420404,32,22,35,22,27,11,34,27,28,29,33,38,45,28,38,28,42,13,26,25,['July'],['September'],['June'],['September'],['May'],['May'],['March'],"['March', 'May']",['April'],"['April', 'September']",['May'],['June'],"['April', 'September']",['August'],['September'],['August'],"['May', 'April', 'September']",['May'],['September'],['May']
175,PA,Clearfield,41.000249,-78.473749,29,19,34,19,31,12,33,25,24,22,30,32,34,25,31,25,33,10,27,22,['May'],['September'],['August'],['September'],"['July', 'May']","['May', 'July']",['March'],"['March', 'May']",['April'],['March'],['April'],"['June', 'September', 'May']","['April', 'May', 'August']",['September'],['September'],['September'],['May'],"['July', 'August', 'September', 'May']",['May'],['September']
176,PA,Clinton,41.245301,-77.649141,38,22,41,22,34,12,31,23,27,27,36,38,41,22,37,22,35,11,26,25,"['July', 'June']","['May', 'July']",['August'],"['May', 'July']",['August'],"['July', 'May']",['March'],"['March', 'July', 'May']","['April', 'September']",['September'],['April'],['July'],['August'],['September'],"['July', 'May']",['September'],['August'],['May'],['September'],['May']
177,PA,Columbia,41.045517,-76.40426,39,24,38,24,29,11,34,23,26,24,25,29,35,23,28,23,36,11,24,26,"['June', 'July']",['July'],"['June', 'May']",['July'],['May'],"['July', 'May', 'March', 'September']",['March'],['May'],['April'],['May'],['May'],"['July', 'May']",['April'],['September'],['September'],['September'],['April'],['August'],"['June', 'July']","['April', 'July']"
178,PA,Crawford,41.68684,-80.107811,29,21,34,21,29,10,32,24,30,27,45,36,46,29,35,29,39,9,26,23,['May'],['September'],['June'],['September'],['May'],"['September', 'May']",['March'],"['August', 'May']",['May'],['April'],['August'],['July'],"['September', 'May']",['September'],['July'],['September'],"['April', 'May']",['August'],['June'],['July']
179,PA,Cumberland,40.164782,-77.26344,36,26,36,26,28,16,32,26,24,21,28,26,38,28,29,28,33,15,25,28,"['June', 'July']",['July'],['June'],['July'],"['July', 'August']","['March', 'May', 'August']",['March'],"['March', 'May']",['April'],"['March', 'April']",['April'],['July'],['April'],['September'],['June'],['September'],"['April', 'August']","['June', 'September']","['May', 'September']",['September']
180,PA,Dauphin,40.412565,-76.792634,40,26,39,26,32,16,30,28,28,23,40,34,37,23,31,23,31,11,27,25,['June'],['July'],['June'],['July'],"['July', 'August']","['March', 'June', 'September']",['March'],"['August', 'July', 'May']",['April'],"['March', 'September']",['April'],['July'],['April'],['September'],"['May', 'July']",['September'],['August'],"['September', 'March', 'May']","['June', 'September']",['June']
181,PA,Delaware,39.91667,-75.398786,39,24,35,24,26,16,39,26,21,21,39,24,32,20,29,20,30,8,21,19,['July'],['July'],['August'],['July'],"['May', 'August']","['July', 'May', 'March']",['March'],['March'],['April'],['March'],['May'],['March'],"['April', 'May', 'June', 'August']",['May'],['May'],['May'],"['May', 'August']","['July', 'March', 'May']",['June'],"['June', 'May']"
182,PA,Elk,41.427334,-78.653938,35,24,35,24,27,15,31,27,37,37,30,34,45,35,40,35,41,10,29,24,['July'],['September'],['August'],['September'],"['July', 'May']","['August', 'May', 'July']",['March'],['March'],['May'],['May'],['May'],['July'],['May'],['September'],['June'],['September'],"['May', 'April']",['August'],['September'],['July']
183,PA,Erie,42.117952,-80.096386,38,28,33,28,30,10,37,23,30,31,38,35,43,23,36,23,39,19,28,29,"['July', 'May']",['May'],"['March', 'May']",['May'],['May'],['May'],['June'],"['August', 'May']",['September'],['September'],['June'],['July'],['September'],['May'],['September'],['May'],"['June', 'March']","['September', 'March']","['September', 'July', 'May']","['August', 'September']"
184,PA,Fayette,39.914115,-79.644586,31,22,32,22,35,12,36,27,27,24,47,41,41,28,34,28,31,9,27,21,['May'],['September'],['May'],['September'],['July'],['July'],"['May', 'March']",['May'],['April'],['April'],['May'],['July'],['June'],['August'],"['April', 'May']",['August'],['September'],['August'],['September'],['September']
185,PA,Forest,41.513304,-79.249705,33,21,34,21,27,10,36,28,25,24,48,52,38,29,35,29,37,11,26,24,['July'],['September'],['June'],['September'],['May'],['May'],['March'],['May'],"['April', 'May']",['September'],['May'],"['September', 'July']",['September'],['September'],['September'],['September'],['September'],"['May', 'August']","['July', 'September']","['August', 'September']"
186,PA,Franklin,39.926686,-77.724485,39,23,39,23,33,16,33,27,22,20,21,18,33,17,27,17,24,8,23,16,['July'],['July'],['August'],['July'],"['July', 'August']","['March', 'September', 'May', 'August']",['March'],"['March', 'August']","['April', 'September']",['September'],['May'],['April'],['May'],['September'],['May'],['September'],"['June', 'August', 'May']",['May'],['May'],"['March', 'August', 'May', 'June']"
187,PA,Fulton,39.910751,-78.122617,35,27,37,27,31,13,30,25,23,22,34,38,35,31,28,31,34,9,23,20,['July'],['July'],['August'],['July'],"['July', 'August']",['March'],['March'],['March'],"['April', 'September']",['September'],['April'],['September'],['June'],['September'],['September'],['September'],['July'],['March'],['June'],['September']
188,PA,Greene,39.848983,-80.225694,33,21,35,21,24,8,32,24,21,20,29,28,36,29,34,29,36,13,24,25,"['June', 'May']",['September'],['June'],['September'],"['June', 'July', 'April', 'May']","['May', 'July']","['May', 'June', 'April']","['April', 'August', 'March', 'May', 'July']",['April'],['March'],['May'],['July'],"['August', 'April', 'June']",['July'],"['April', 'May', 'June']",['July'],['September'],"['August', 'April']","['April', 'May']","['April', 'March']"
189,PA,Huntingdon,40.422321,-77.968584,31,25,35,25,36,16,32,28,23,16,41,40,35,23,30,23,35,14,27,26,"['July', 'May', 'June']",['July'],"['August', 'April']",['July'],['May'],"['September', 'July']",['March'],['May'],['April'],"['March', 'September']",['May'],['May'],['April'],"['August', 'March']","['May', 'July', 'September']","['August', 'March']",['May'],['June'],"['September', 'May']",['June']
190,PA,Indiana,40.651432,-79.087545,32,18,34,18,27,9,32,26,28,31,24,34,41,26,33,26,39,12,30,26,['July'],['September'],"['June', 'August', 'July']",['September'],"['June', 'August', 'May']",['July'],['March'],['March'],['April'],['May'],['May'],"['July', 'August', 'May']","['May', 'June', 'April']","['July', 'September']","['May', 'April', 'September']","['July', 'September']",['May'],['August'],['September'],['July']
191,PA,Jefferson,41.130287,-78.999044,32,19,35,19,27,10,34,24,37,41,42,44,41,28,35,28,37,10,31,26,['July'],['September'],['August'],['September'],['May'],['July'],['March'],['March'],['May'],"['June', 'April']",['May'],"['August', 'May']","['June', 'August', 'September']",['August'],['September'],['August'],"['May', 'August']",['September'],['July'],"['September', 'August']"
192,PA,Juniata,40.530673,-77.400438,36,24,40,24,32,15,33,26,23,21,24,24,35,23,27,23,32,11,21,24,['July'],['July'],"['July', 'August', 'April']",['July'],['May'],"['May', 'September', 'August']",['March'],['May'],['April'],['September'],['April'],"['March', 'September', 'May']",['June'],['September'],"['July', 'June', 'September']",['September'],['August'],"['August', 'September', 'May']","['June', 'September', 'May']","['July', 'June']"
193,PA,Lackawanna,41.44025,-75.609587,38,24,37,24,36,11,30,27,32,26,51,49,36,19,32,19,35,12,21,22,['April'],['September'],['March'],['September'],"['May', 'April']","['March', 'May']",['March'],['March'],['April'],"['March', 'September']",['May'],['May'],['April'],['September'],"['May', 'April']",['September'],"['April', 'August']","['May', 'September']",['May'],['May']
194,PA,Lancaster,40.041992,-76.250198,35,25,32,25,27,16,34,27,30,23,25,25,34,24,31,24,31,14,29,31,['July'],"['July', 'September']","['June', 'August']","['July', 'September']",['August'],"['March', 'June', 'August']",['March'],['March'],['April'],['March'],['May'],"['August', 'May']",['May'],['May'],['April'],['May'],['April'],['May'],['June'],"['April', 'June', 'May', 'September']"
195,PA,Lawrence,40.992735,-80.334446,34,23,36,23,25,7,35,27,23,22,29,34,41,29,35,29,47,12,33,27,"['June', 'May']",['September'],['May'],['September'],"['September', 'May']",['May'],['March'],['May'],"['September', 'April']",['September'],['May'],['July'],['May'],['September'],"['June', 'September']",['September'],['August'],"['September', 'May']",['June'],"['March', 'August', 'September']"
196,PA,Lebanon,40.367344,-76.458009,37,27,36,27,28,15,31,25,22,21,29,29,36,20,30,20,28,14,26,27,['June'],['July'],['June'],['July'],['August'],"['March', 'September', 'August']",['March'],['August'],['April'],['March'],['April'],"['July', 'May', 'September']",['April'],['July'],['June'],['July'],"['April', 'July']",['July'],['June'],"['May', 'July']"
197,PA,Lehigh,40.614241,-75.590627,35,26,34,26,27,13,36,26,28,25,31,30,35,17,30,17,28,8,24,25,['July'],['July'],"['June', 'August', 'May']",['July'],['May'],['March'],['March'],['March'],['April'],['April'],['May'],['July'],['August'],"['August', 'March', 'September', 'May']","['May', 'July']","['August', 'March', 'September', 'May']",['April'],['May'],['May'],['May']
198,PA,Luzerne,41.172787,-75.976035,37,25,34,25,33,11,29,27,29,32,27,29,36,21,35,21,33,12,26,24,['July'],"['July', 'September']","['June', 'March']","['July', 'September']","['May', 'April']","['March', 'May']",['March'],['March'],['April'],['September'],['April'],['July'],['April'],"['June', 'September']","['May', 'April']","['June', 'September']",['April'],['August'],['June'],"['June', 'March', 'April', 'July']"
199,PA,Lycoming,41.343624,-77.055253,35,24,34,24,30,12,31,21,25,19,41,40,36,23,28,23,32,14,25,27,['June'],['September'],['April'],['September'],['July'],['May'],"['June', 'March']",['May'],['September'],"['April', 'March']",['May'],"['July', 'September']","['April', 'June']",['September'],['June'],['September'],['April'],"['September', 'June']",['July'],['May']
200,PA,McKean,41.81459,-78.572463,35,30,32,30,26,13,30,24,45,47,46,43,39,28,37,28,42,14,24,27,"['June', 'July', 'September']","['July', 'May']","['March', 'May']","['July', 'May']","['July', 'September']","['August', 'March']",['March'],['May'],"['August', 'April']",['June'],"['June', 'May']",['June'],['September'],['August'],['September'],['August'],['September'],"['June', 'August', 'April', 'May', 'September', 'March']","['July', 'September']",['August']
201,PA,Mercer,41.300014,-80.252786,31,22,34,22,30,7,34,25,30,31,34,34,42,33,38,33,40,10,30,27,['July'],['September'],['June'],['September'],['May'],['May'],['March'],['May'],['April'],['March'],['May'],['July'],['September'],"['August', 'May']",['September'],"['August', 'May']",['September'],['September'],['September'],['September']
202,PA,Mifflin,40.61189,-77.620661,33,23,35,23,33,11,34,25,25,26,44,36,40,28,34,28,32,10,23,22,['May'],['July'],['August'],['July'],['May'],"['March', 'May', 'June', 'July', 'August']","['June', 'March']",['May'],"['April', 'September']",['September'],['May'],['May'],['June'],['September'],"['May', 'September']",['September'],['May'],['August'],['May'],['August']
203,PA,Monroe,41.056233,-75.329037,31,25,30,25,23,13,24,24,28,25,42,29,34,16,32,16,29,10,19,23,"['June', 'July', 'April']","['July', 'September']",['June'],"['July', 'September']","['September', 'May']","['August', 'March', 'September']",['July'],"['August', 'March']",['April'],"['March', 'September']","['June', 'April', 'May']","['July', 'June', 'May']",['April'],['May'],"['May', 'April']",['May'],"['April', 'May']",['May'],"['May', 'June', 'April']","['June', 'May']"
204,PA,Montgomery,40.209999,-75.370201,39,27,34,27,27,14,37,28,27,23,28,29,29,19,28,19,35,7,23,17,['July'],['July'],['August'],['July'],['May'],"['July', 'May', 'March']",['March'],"['March', 'July', 'May']","['April', 'September']",['September'],['May'],"['September', 'April', 'July']","['April', 'August']",['September'],"['June', 'April']",['September'],"['May', 'August']","['August', 'September']","['June', 'August', 'April', 'July']",['July']
205,PA,Montour,41.029261,-76.665259,39,23,38,23,30,12,35,22,30,30,25,34,38,27,31,27,29,12,21,23,['June'],['July'],['June'],['July'],['July'],['July'],['March'],['May'],['April'],['September'],"['April', 'May']",['July'],['April'],['September'],"['May', 'September']",['September'],['April'],['August'],"['June', 'July', 'September']","['June', 'July']"
206,PA,Northampton,40.752791,-75.307447,36,24,35,24,27,15,31,29,26,19,35,33,34,19,31,19,35,8,28,21,['June'],['July'],['May'],['July'],['May'],['March'],['March'],"['March', 'August', 'May']",['April'],['April'],['April'],['April'],"['April', 'August']","['August', 'March', 'September']","['April', 'September']","['August', 'March', 'September']","['July', 'April']","['June', 'May']","['June', 'July', 'April']",['June']
